Well Name,Stage #,Stage Time hrs,Total Stage Proppant,Total Stage Volume bbl,Avg Stage Pressure,Avg Stage Rate,Max Stage Pressure,Max Stage Rate bpm,Avg HHP
SHE.Nq.SB-1044(h),14,2.033333333,5329,8712.642857,10982,81,11386,83,21797.15756
YPF LCav-98,23,1.8,528200,8641.52381,9994,89,11018,92,21795.29527
SHE.Nq.SB-1043(h),8,1.9,532300,7993.833333,11029,80.63,11321,82,21790.45013
YPF LCav-840,46,1.6,537700,8867.261905,8982,99,9302,103,21789.21833
YPF LCav-99,23,1.75,543300,8612.761905,9771,91,10436,92,21787.82161
"TECPETROL FP-1283,FORTIN DE PIEDR",5,2.466666667,520800,10412,10865,81.83,11324,82,21785.90909
"YPF RDMN-217(H),RINCON DEL MANG",20,2.1,489200,9943.5,10842,82,11517,84,21784.95467
YPF LCav-841,10,1.966666667,532600,9025.642857,10711,83,10956,86,21784.19505
YPF RDMN-82,20,2.65,505600,12379.47619,10583,84,11007,87,21783.19039
YPF SOIL-362,33,1.816666667,531500,8442.190476,10709,83,11250,89,21780.12742
"YPF RDMN-215(H),RINCON DEL MANG",20,2.1,488100,9509.761905,10837,82,11126,84,21774.90811
SHE.Nq.SB-1042(h),12,1.916666667,538100,7943.785714,10970,81,11345,82,21773.33987
YPF Lach-203,24,1.883333333,539900,8997.5,9873,90,10891,95,21773.33987
SHE.Nq.SB-1042(h),16,1.783333333,531500,7501.547619,10792,82.33,11331,85.39,21771.75594
"TECPETROL FP-1281,FORTIN DE PIEDR",50,2.033333333,5093,9588.380952,10453,85,10913,90,21771.74712
TECPETROL FP-1284,23,2.65,5217,11145.52381,10976,80.94,11475,90,21769.11149
SHE.Nq.SB-1041(h),44,1.466666667,5332,7630.785714,9252,96,10550,96,21764.07743
"YPF RDMN-215(H),RINCON DEL MANG",17,2.15,487200,9575.261905,10825,82,11077,83,21750.79637
YPF.Nq.EOr-116(h),19,1.7,5285,8691,10564,84,0,93,21744.08233
SHE.Nq.SB-1034(h),32,1.9,531300,7850.47619,11224,79.06,11762,80.22,21743.92159
YPF Lach-202,11,2.116666667,637000,9482.142857,10196,87,10954,96,21736.1431
YPF LCav-68,25,1.75,508600,8322.309524,10314,86,10836,88,21734.96692
"TECPETROL FP-1281,FORTIN DE PIEDR",38,2.116666667,510800,9782.02381,10431,85,11405,89,21725.92502
SHE.Nq.SB-1041(h),21,1.75,535900,7580.095238,10743,82.53,11135,83,21725.55232
SHE.Nq.SB-1044(h),45,1.866666667,536200,8490.166667,9235,96,10200,96,21724.08723
"TECPETROL FP-1281,FORTIN DE PIEDR",10,2.65,490400,11257.5,11077,80.03,11376,87.43,21722.42857
SHE.Nq.SB-1044(h),43,1.483333333,534500,7575.142857,9234,96,10845,96,21721.73487
YPF SOIL-360,40,1.95,527900,8947.02381,10755,82.4,11485,84,21715.55991
"YPF LLL-1605H,LOMA CAMPANA",6,2.066666667,540100,9495.904762,10677,83,11014,91,21715.04533
YPF LCav-100,25,1.883333333,534500,8977.380952,9664,91.7,10400,93,21714.99142
"TECPETROL FP-1283,FORTIN DE PIEDR",10,2.783333333,241811,11257.5,11077,80,11376,87,21714.28571
TECPETROL FP-1284,31,2.1,5060,7376.904762,11076,80,11508,87,21712.32541
"TECPETROL FP-1281,FORTIN DE PIEDR",15,2.366666667,516800,10275.64286,11104,79.77,11327,82.5,21704.63318
YPF.Nq.EOr-118(h),14,1.833333333,539900,8689.02381,10419,85,10998,90,21700.93114
YPF LCav-841,14,2,531600,9007.357143,10670,83,10916,84,21700.80863
YPF Lach-203,36,1.716666667,520300,8360.380952,9521,93,10650,95,21696.96153
YPF SOIL-362,27,1.916666667,535800,8488.666667,10668,83,11125,91,21696.74099
YPF LCav-70,12,2.066666667,540100,9039.952381,10798,82,11055,86,21696.54496
YPF LCav-840,20,1.733333333,533400,8792.190476,9655,91.7,10250,93,21694.76844
XOM.Nq.BdC-48(h),12,2.433333333,832600,18031.04762,10416,85,10989,96,21694.68268
SHE.Nq.SB-1033(h),43,1.733333333,535600,7355.119048,10892,81.27,11013,95,21690.58662
YPF.Nq.EOr-116(h),16,1.716666667,5384,9147.714286,10538,84,10843,90,21690.56604
SHE.Nq.SB-1043(h),18,1.883333333,521800,7829.690476,10706,82.67,11320,84,21687.45455
YPF SOIL-362,31,1.95,533200,8828.5,10637,83.2,11400,92,21685.8221
"TECPETROL FP-1283,FORTIN DE PIEDR",43,2.25,5214,10002.47619,10054,88,11315,90,21679.78437
"TECPETROL FP-1283,FORTIN DE PIEDR",41,2.116666667,509300,9570,10054,87.98,10945,89.98,21674.85714
YPF RDMN-80,27,2.583333333,528100,12690.5,10049,88,10964,90,21669.0027
"YPF LLL-1604H,LOMA CAMPANA",4,1.95,533200,8847.261905,10654,83,11100,92,21668.26758
YPF LCav-70,3,2.083333333,531600,9181.333333,10783,82,11210,83,21666.40529
YPF Lach-204,32,1.7,608400,880.7642857,9344,94.6,9992,98.4,21659.94609
YPF.Nq.EOr-118(h),15,1.85,5377,7107.857143,10522,84,10876,87,21657.63293
YPF LCav-100,36,2.1,521500,8542.52381,9108,97,10353,101,21648.51752
SHE.Nq.SB-1035(h),12,1.616666667,4260,7197.738095,10774,82,11308,89,21648.32149
YPF SOIL-362,25,2.033333333,539000,8808.5,10906,81,11424,87,21646.31218
"TECPETROL FP-1287,FORTIN DE PIEDR",27,2.216666667,499400,9773.571429,10929,80.81,11322,85,21641.08037
YPF LCav-841,4,2.083333333,519800,9203.428571,10705,82.5,11034,91.3,21640.83558
YPF.Nq.LCav-69(h),2,2.2,547400,9882.452381,10601,83.3,11214,86.2,21638.4048
YPF RDMN-80,13,2.616666667,526900,12469.66667,10508,84,11060,87,21628.81647
YPF.Nq.BdT.x-12(h),11,1.866666667,513500,8770.261905,10027,88,11200,96,21621.56334
YPF SOIL-360,38,1.933333333,530800,8479.880952,10920,80.8,11200,83,21620.58319
YPF LCav-841,21,1.983333333,528400,8651.619048,10026,88,11500,105,21619.40701
YPF RDMN-82,17,2.8,1512900,12610.16667,10502,84,10998,89,21616.46655
SHE.Nq.SB-1033(h),39,1.933333333,535300,8062.761905,10973,80.39,11245,87.98,21615.27738
YPF LCav-68,21,1.966666667,544800,9094.357143,10256,86,10400,90,21612.74198
YPF LCav-100,20,1.783333333,534400,8856.642857,9566,92.2,10030,95,21611.98726
YPF LCav-98,25,1.783333333,531900,8808.02381,9691,91,10185,92,21609.43396
YPF.Nq.BdT.x-13(h),36,2,512700,9279.238095,10136,87,10850,91,21608.23328
YPF RDMN-80,7,2.916666667,556100,13010,10752,82,11600,85,21604.11664
YPF LCav-71,3,2.083333333,531600,9181.333333,10738,82.1,11210,82.2,21602.29846
YPF LCav-841,12,2.266666667,532000,9907.047619,10620,83,11063,89,21599.11786
"YPF RDMN-215(H),RINCON DEL MANG",28,2.216666667,492800,9674.309524,10880,81,11255,84,21594.70718
"TECPETROL FP-1287,FORTIN DE PIEDR",16,2.183333333,506300,9952.428571,11015,80,11298,81,21592.74688
SHE.Nq.SB-1033(h),11,2.116666667,498300,7786.666667,11014,80,11425,83,21590.78657
YPF LCav-841,5,2.083333333,530900,8750.571429,10610,83,10815,86,21578.77971
SHE.Nq.SB-1017(h),33,1.733333333,541800,8078,9175,95.97,11066,96,21576.20069
YPF LCav-100,5,1.7,502600,8326.071429,10357,85,11110,101,21571.79613
YPF RDMN-83,1,2.7,411771,13116.28571,10366,84.9,10955,88.3,21565.1409
YPF SOIL-361,40,2,535400,9178.5,10475,84,11500,94,21560.89194
"TECPETROL FP-1283,FORTIN DE PIEDR",11,2.566666667,516800,10427.35714,10998,80,11373,83,21559.42171
SHE.Nq.SB-1034(h),3,1.866666667,430100,7551.619048,11090,79.32,11439,81.5,21554.98162
"YPF LLL-1605H,LOMA CAMPANA",5,1.983333333,529900,8927.214286,10610,82.9,11199,89,21552.78118
SHE.Nq.SB-1035(h),33,1.883333333,530500,7838.714286,11107,79.13,11498,85.28,21536.31242
YPF LCav-100,23,2,531400,8746.5,9763,90,10024,92,21530.75227
YPF LCav-841,11,1.983333333,531600,8904.428571,10586,83,11202,87,21529.96815
YPF Lach-203,32,1.733333333,512600,8615.547619,9347,94,9512,96,21529.47807
YPF SOIL-363,21,2.716666667,534000,9847.047619,10713,82,11150,88,21525.75349
YPF LCav-841,22,1.766666667,534300,8462.238095,9869,89,10870,93,21522.69052
YPF Lach-204,23,1.583333333,606100,8374.452381,9045,97.1,9738,101,21520.9385
YPF SOIL-360,46,2.05,535600,8817.238095,10816,81.2,11135,86,21520.68611
YPF.Nq.LCav-69(h),17,1.85,532100,8943.714286,10212,86,10960,92,21520.0196
YPF SOIL-362,13,2.016666667,533300,9010.809524,10579,83,11060,88,21515.73144
YPF LCav-101,17,1.8,532000,8903.02381,9745,90.1,10210,92,21514.93506
SHE.Nq.SB-1033(h),42,1.783333333,533300,7678.428571,10866,80.8,11225,86.73,21513.66822
"TECPETROL FP-1287,FORTIN DE PIEDR",35,2.3,381000,9316.428571,11064,79.35,11527,84,21512.58025
YPF.Nq.EOr-117(h),15,1.866666667,5277,8739.357143,10327,85,10650,90,21509.31144
YPF Lach-203,51,1.816666667,530600,8566.952381,10136,86.6,10548,86.6,21508.88508
YPF Lach-202,15,1.95,637400,9250.595238,9645,91,10665,93,21506.86106
"YPF RDMN-217(H),RINCON DEL MANG",24,2.216666667,490800,9679.047619,10835,81,11303,83,21505.39084
SHE.Nq.SB-1042(h),9,1.983333333,5325,7748.047619,11109,79,11420,85,21504.80274
SHE.Nq.SB-1041(h),10,1.983333333,536100,8268.690476,10967,80,11374,80,21498.65229
"YPF RDMN-217(H),RINCON DEL MANG",29,2.283333333,496500,10205.45238,10831,81,11536,88,21497.4516
YPF SOIL-362,28,1.9,532600,8480.142857,10569,83,11100,94,21495.39329
YPF LCav-71,7,2.083333333,540000,9034.97619,10568,83,10859,86,21493.35947
YPF SOIL-362,16,2.016666667,538800,9080.547619,10695,82,11212,92,21489.58589
YPF RDMN-83,27,2.516666667,536700,12665.90476,9710,90.3,10117,96,21485.24871
YPF SOIL-360,35,2.033333333,528700,8588.97619,10756,81.5,11067,82,21480.37246
XOM.Nq.BdC-45(h),15,1.933333333,832600,15412.38095,10818,81,11213,85,21471.64911
YPF LCav-840,30,1.666666667,5277,8273.52381,9628,91,10500,100,21468.95369
YPF LCav-68,19,1.833333333,535700,8821.738095,9956,88,10840,89,21468.46361
YPF LCav-101,13,1.8,531500,8785.071429,9595,91.3,10250,93,21465.90296
"YPF LLL-1604H,LOMA CAMPANA",47,1.783333333,488500,8493.142857,9954,88,10920,92,21464.15094
YPF.Nq.LCav-69(h),4,1.983333333,521000,9234.690476,10427,84,10969,90,21462.09262
YPF SOIL-361,23,2.15,0,8838.880952,10720,81.7,11455,86.9,21461.01446
"YPF LLL-1607H,LOMA CAMPANA",9,1.866666667,506000,8459.404762,10300,85,10840,91,21453.07523
TECPETROL FP-1284,34,2.45,504000,9817.928571,11082,79,11379,81,21452.53614
"TECPETROL FP-1283,FORTIN DE PIEDR",27,2.183333333,505100,9183,10981,79.71,11341,83,21448.06444
YPF LCav-68,23,2,547600,9015.5,10543,83,11100,92,21442.51409
"YPF LLL-1603H,LOMA CAMPANA",4,1.933333333,536000,9006.238095,10670,82,11070,89,21439.3531
YPF LCav-840,1,2.1,530500,9683.690476,10292,85,10940,93,21436.41264
TECPETROL FP-1284,19,2.35,504300,9415.97619,11047,79.18,11420,84.5,21433.50796
"TECPETROL FP-1281,FORTIN DE PIEDR",16,2.266666667,504000,9774.714286,11026,79.31,11474,85,21427.88679
"TECPETROL FP-1281,FORTIN DE PIEDR",49,1.933333333,4004,9022.452381,10535,83,11756,87,21426.24357
YPF Lach-202,28,1.933333333,597700,8746.333333,9204,95,10200,96,21425.63097
YPF RDMN-83,24,2.766666667,535400,12731.5,10531,83,11032,86,21418.10831
SHE.Nq.SB-1035(h),40,1.8,530500,7527.738095,10841,80.61,11243,83.8,21413.69787
YPF.Nq.LCav-69(h),31,1.6,418100,7220.02381,10541,82.9,11341,91,21412.61701
XOM.Nq.BdC-49(h),10,2,832800,16181.2619,10788,81,11220,97,21412.10488
YPF SOIL-361,25,2.1,534800,8813.428571,10773,81.1,11320,85.7,21408.7307
YPF.Nq.EOr-117(h),9,1.983333333,542300,9102.595238,10393,84,10940,93,21392.10978
SHE.Nq.SB-1042(h),8,1.9,536000,7751.928571,11014,79.26,11303,82,21391.0718
"YPF LLL-1607H,LOMA CAMPANA",10,1.85,526400,8411.809524,10644,82,11050,93,21387.111
"TECPETROL FP-1283,FORTIN DE PIEDR",20,2.433333333,512600,9958.619048,11114,78.53,11359,80,21386.4842
YPF LCav-70,18,2.066666667,510900,8793.166667,10828,80.6,11139,82.2,21385.36633
"TECPETROL FP-1283,FORTIN DE PIEDR",16,2.333333333,500700,9946.047619,11159,78.2,11351,80,21382.84244
YPF.Nq.LCav-69(h),28,1.65,437000,7644.214286,10146,86,10840,90,21380.93605
TECPETROL FP-1284,35,2.216666667,501000,9120.619048,11045,79,11311,81,21380.91154
YPF LCav-99,20,1.816666667,534700,9025.5,9691,90,10380,92,21371.96765
YPF.Nq.EOr-118(h),23,1.933333333,543500,8953.833333,10261,85,11260,90,21371.84514
"YPF LLL-1607H,LOMA CAMPANA",3,2.166666667,530200,9225.595238,10762,81,11075,84,21360.49988
SHE.Nq.SB-1043(h),7,2.116666667,532600,8656.190476,10995,79.27,11320,80,21356.86474
YPF.Nq.EOr-117(h),7,2.066666667,545000,8671.404762,10628,82,11150,84,21354.96202
SHE.Nq.SB-1017(h),35,1.966666667,555600,7686,9078,96,10642,96,21354.76599
SHE.Nq.SB-1036(h),31,1.9,530000,7702.285714,11221,77.64,11595,80.72,21347.67067
YPF LCav-98,29,1.716666667,531500,8705.5,9573,91,9910,92,21346.31218
SHE.Nq.SB-1042(h),42,1.6,485700,7553,9895,88.03,11500,96,21344.20118
SHE.Nq.SB-1044(h),18,1.9,533800,7458.52381,10952,79.52,11466,81.66,21340.43225
"TECPETROL FP-1283,FORTIN DE PIEDR",24,2.15,4600,9486.285714,11024,79,11548,85,21340.25974
"TECPETROL FP-1283,FORTIN DE PIEDR",40,2.05,498300,9499.761905,10123,86,11002,87,21332.46753
YPF LCav-98,21,1.883333333,533500,8882.071429,9780,89,10904,92,21328.59593
YPF Lach-204,19,1.783333333,613100,8820.857143,9162,95,10581,96,21327.86082
YPF.Nq.EOr-116(h),7,1.95,538300,9183.119048,10653,81.7,10900,87,21326.88312
"TECPETROL FP-1283,FORTIN DE PIEDR",26,2.166666667,5138,9584.166667,11016,79,11520,86,21324.77334
SHE.Nq.SB-1035(h),44,1.833333333,533500,8026.642857,9245,94.13,10799,95.01,21323.98554
SHE.Nq.SB-1035(h),58,1.566666667,533500,8274.857143,9245,94.13,10799,95.01,21323.98554
"TECPETROL FP-1281,FORTIN DE PIEDR",45,2.033333333,5215,9461.761905,10002,87,10983,90,21322.568
SHE.Nq.SB-1033(h),37,1.8,534600,7779.02381,10894,79.87,11080,87.3,21320.84734
YPF Lach-204,31,1.733333333,596600,8541.738095,9488,91.7,10345,94.9,21319.51973
YPF LCav-101,46,1.35,422300,7224.5,8950,97.2,9520,100,21316.83411
YPF LCav-99,18,2,535100,9013.761905,9806,88.7,10650,93,21313.21245
YPF LCav-100,19,1.85,533100,9017.952381,9557,91,10493,94,21310.63465
YPF SOIL-363,13,2.05,540900,8622.333333,10870,80,11147,82,21308.50282
"YPF LLL-1603H,LOMA CAMPANA",13,1.933333333,529800,8511.904762,10604,82,11100,92,21306.73854
YPF RDMN-80,33,2.716666667,539300,12898.97619,10637,81.7,11445,92,21294.85175
SHE.Nq.SB-1036(h),19,2.1,533400,8364.333333,11140,78,11550,79,21291.84024
SHE.Nq.SB-1034(h),8,1.683333333,434100,6545.857143,11045,78.64,11403,80.09,21283.47954
SHE.Nq.SB-1042(h),7,2.1,533300,8564.380952,10993,79,11465,83,21280.24994
YPF SOIL-362,3,2.316666667,539000,5338.47619,10868,79.9,11100,83.2,21277.95148
SHE.Nq.SB-1036(h),29,1.983333333,530000,7935.5,11233,77.3,11945,78.53,21276.91497
SHE.Nq.SB-1035(h),7,1.766666667,429200,6895,11046,78.6,11464,83.2,21274.57976
"TECPETROL FP-1281,FORTIN DE PIEDR",40,2.033333333,520100,9663.285714,9979,87,10855,90,21273.5359
YPF LCav-70,28,2.016666667,532500,8731.690476,10586,82,11250,88,21270.57094
YPF.Nq.EOr-116(h),11,1.95,537700,8763.785714,10458,83,10840,88,21269.63979
"YPF RDMN-214(H),RINCON DEL MANG",29,2.166666667,486000,9548,10715,81,11340,84,21267.21392
YPF LCav-100,18,1.816666667,5230,8637.785714,9684,89.6,10200,91,21261.61235
YPF LCav-101,43,1.7,518800,8726.47619,9220,94.1,9951,102,21259.54423
SHE.Nq.SB-1033(h),38,1.883333333,530200,7924.357143,10904,79.56,11150,80.3,21257.58981
YPF SOIL-360,50,1.983333333,532100,8649.952381,10575,82,11200,88,21248.46851
"TECPETROL FP-1283,FORTIN DE PIEDR",21,2.45,525200,10554.28571,11040,78.52,11399,82.2,21241.38201
SHE.Nq.SB-1036(h),18,2.05,534100,8300.904762,10972,79,11262,80,21239.59814
YPF LCav-68,15,2,538700,8955.666667,10380,83.5,11077,84.3,21238.17692
"TECPETROL FP-1281,FORTIN DE PIEDR",8,2.55,527100,10538.7619,10971,79,11299,80,21237.66234
"TECPETROL FP-1281,FORTIN DE PIEDR",14,2.366666667,502900,9713,11057,78.38,11340,79,21236.15927
YPF LCav-68,9,2.15,54400,9218.809524,10440,83,10955,92,21233.03112
YPF SOIL-360,34,2,529700,8528.47619,10968,79,11190,80,21231.85494
YPF LCav-98,3,1.833333333,552300,9254.380952,10191,85,11140,101,21226.04754
YPF SOIL-362,15,2.133333333,533400,9176.190476,10786,80.3,11280,87.9,21223.12668
YPF SOIL-363,12,2.066666667,525700,8866.428571,10732,80.7,11210,82,21222.06322
YPF SOIL-360,52,2.133333333,528100,9300.452381,10560,82,11270,86,21218.32884
YPF LCav-70,10,2.133333333,530600,9051.547619,10690,81,11042,82,21217.59373
YPF.Nq.EOr-117(h),3,2,522500,8832.142857,10559,82,10800,87,21216.31953
"TECPETROL FP-1286,FORTIN DE PIEDR",29,2.266666667,5048,9718.880952,10818,80,11260,81,21206.56702
SHE.Nq.SB-1035(h),35,1.816666667,542100,7388.690476,11121,77.82,11460,78.44,21206.47439
SHE.Nq.SB-1041(h),15,2.05,5032,7736.452381,10817,80,11676,83,21204.60671
TECPETROL FP-1284,45,2.066666667,5191,9430.904762,10552,82,11305,87,21202.25435
YPF LCav-70,29,1.95,5330,8589.880952,10680,81,11110,82,21197.74565
SHE.Nq.SB-1034(h),59,1.55,530100,8045.595238,9227,93.75,11013,94.35,21196.55109
"TECPETROL FP-1286,FORTIN DE PIEDR",28,2.466666667,510600,10457.52381,10974,78.81,11333,81,21192.37785
SHE.Nq.SB-1034(h),31,1.916666667,531300,7731.214286,11139,77.64,11344,80.75,21191.66773
"TECPETROL FP-1287,FORTIN DE PIEDR",43,2.45,400900,11234.64286,11039,78.32,11662,83,21185.35849
TECPETROL FP-1284,26,2.166666667,5078,9334.380952,11114,77.79,11455,85,21184.95614
"YPF RDMN-215(H),RINCON DEL MANG",24,2.066666667,484800,9141.428571,10671,81,11212,85,21179.88238
"TECPETROL FP-1286,FORTIN DE PIEDR",33,2.3,511100,10579.78571,11112,77.77,11313,79.4,21175.69811
SHE.Nq.SB-1036(h),28,1.916666667,538600,8008.833333,10925,79.09,11337,80.2,21172.70889
"TECPETROL FP-1287,FORTIN DE PIEDR",25,2.283333333,500600,9758.809524,11019,78.41,11288,80,21171.2764
"TECPETROL FP-1286,FORTIN DE PIEDR",35,2.4,519900,10349.33333,10938,78.98,11414,83,21168.42049
YPF LCav-68,7,2.033333333,513300,8707.642857,10534,82,11344,89,21166.08674
"TECPETROL FP-1286,FORTIN DE PIEDR",37,2.116666667,5076,9491.928571,10796,80,11150,82,21163.44033
SHE.Nq.SB-1035(h),36,1.966666667,546200,7855.642857,11098,77.81,11309,78.38,21159.89659
SHE.Nq.SB-1042(h),14,1.983333333,532600,8340.833333,11067,78,11311,84,21152.31561
YPF.Nq.LCav-69(h),3,2.216666667,529600,9560.095238,10425,82.8,10742,82.9,21151.43347
YPF Lach-205,24,1.933333333,539000,9160.547619,9698,89,10260,93,21149.76721
YPF LCav-98,27,1.75,527800,8793.547619,9589,90,9754,91,21147.02279
SHE.Nq.SB-1033(h),15,2.066666667,535200,8221.309524,10921,79,11316,79,21140.87234
YPF.Nq.BdT.x-15(h),11,1.883333333,5309.8,8696.928571,9882,87.3,10750,89,21139.39231
YPF LCav-101,33,1.466666667,534100,7645.380952,8714,99,10538,103,21139.08356
YPF SOIL-361,33,2.633333333,532300,9165.642857,10780,80,11430,90,21132.07547
"YPF LLL-1603H,LOMA CAMPANA",6,1.916666667,532800,9078.309524,10517,82,11150,85,21131.92845
"TECPETROL FP-1285,FORTIN DE PIEDR",20,2.166666667,510200,9140.952381,11138,77.37,11629,81,21116.07596
YPF LCav-99,22,1.783333333,532500,8566.714286,9480,90.9,10050,92,21115.70693
TECPETROL FP-1284,46,2.066666667,510500,9442.714286,10508,82,11000,84,21113.84465
YPF SOIL-361,47,1.966666667,502600,8284.761905,10768,80,11250,83,21108.55183
"TECPETROL FP-1285,FORTIN DE PIEDR",24,2.283333333,517300,9626.309524,11037,78.05,11279,79,21108.49914
SHE.Nq.SB-1041(h),13,2.033333333,5296,7754.309524,10901,79,11590,81,21102.15633
TECPETROL FP-1284,47,2.15,511000,9806.190476,10375,83,10997,87,21100.83313
YPF LCav-840,17,1.816666667,534200,8860.047619,9785,88,10002,92,21099.73046
"YPF LLL-1606H,LOMA CAMPANA",22,2.316666667,493600,7063.47619,10681,80.6,11628,88,21095.04043
YPF Lach-205,31,1.7,516800,8534.595238,9166,93.9,9430,95,21090.11027
YPF SOIL-362,22,2.016666667,538400,8842.428571,10758,80,11113,84,21088.94879
XOM.Nq.BdC-46(h),1,2.7,832600,16865.5,10245,84,11478,92,21087.47856
"TECPETROL FP-1285,FORTIN DE PIEDR",17,2.316666667,512600,9330,10990,78.3,11497,85,21085.93482
YPF LCav-68,33,1.666666667,520600,8324.595238,9350,92,9820,95,21078.16712
YPF RDMN-82,38,2.45,535000,11590.54762,10724,80.2,11219,92,21074.8542
YPF.Nq.BdT.x-12(h),10,1.833333333,529700,8208.214286,10118,85,11756,90,21074.00147
YPF RDMN-83,8,2.583333333,517100,12640.28571,10117,85,11110,91,21071.91865
YPF.Nq.LCav-69(h),10,2.95,533700,11177.85714,10484,82,10680,83,21065.62117
SHE.Nq.SB-1043(h),11,1.916666667,5310,8005.619048,10882,79,11450,86,21065.37613
"YPF RDMN-217(H),RINCON DEL MANG",17,2.25,498200,9774.714286,10745,80,11155,83,21063.46484
YPF.Nq.LCav-69(h),1,2.55,532400,10010.52381,10611,81,11003,82,21060.79392
YPF LCav-101,15,1.8,530900,8760.428571,9517,90.3,10270,92,21058.19897
SHE.Nq.SB-1017(h),34,1.666666667,530500,7650,8950,96,9320,96,21053.66332
"TECPETROL FP-1285,FORTIN DE PIEDR",27,2.383333333,5010,10011.5,10874,79,11290,83,21049.88973
YPF SOIL-362,35,1.933333333,537700,8767.642857,10425,82.4,11188,91,21049.25263
YPF Lach-204,36,1.616666667,612200,8724.785714,8445,101.7,8881,102.3,21045.24626
"YPF LLL-1606H,LOMA CAMPANA",2,2.133333333,516300,9100.952381,10789,79.6,11115,83,21043.96962
"TECPETROL FP-1285,FORTIN DE PIEDR",36,2.083333333,433800,9145.5,11010,78,12795,82,21043.37172
YPF.Nq.EOr-116(h),8,1.966666667,540200,8727.833333,10602,81,11086,91,21042.93065
SHE.Nq.SB-1036(h),7,2.333333333,541800,9143.714286,11217,76.54,11450,78.33,21037.71576
"TECPETROL FP-1281,FORTIN DE PIEDR",39,2.566666667,508500,9391.071429,10099,85,11086,89,21034.42784
SHE.Nq.SB-1035(h),3,2.033333333,447400,7386,10979,78.18,11220,82,21032.54643
"TECPETROL FP-1281,FORTIN DE PIEDR",23,2.316666667,5226,10008.47619,11146,77,11537,89,21030.18868
"TECPETROL FP-1283,FORTIN DE PIEDR",6,2.433333333,507500,10755.07143,11044,77.71,11418,86,21029.87601
"YPF RDMN-214(H),RINCON DEL MANG",20,2.233333333,481700,9523.261905,10725,80,11165,82,21024.25876
SHE.Nq.SB-1034(h),7,1.716666667,427700,6766.380952,10954,78.32,11380,78.9,21022.23181
SHE.Nq.SB-1034(h),23,1.983333333,541300,7955.428571,11022,77.82,11481,81.3,21017.69272
"TECPETROL FP-1287,FORTIN DE PIEDR",14,2.233333333,520200,9424.47619,11138,77,11230,78,21015.09434
YPF.Nq.EOr-117(h),17,1.766666667,5173,8339.047619,10457,82,11096,90,21011.36976
YPF SOIL-361,39,1.816666667,391700,7580.452381,10585,81,11800,87,21009.18892
SHE.Nq.SB-1034(h),29,1.866666667,534100,7554.809524,11141,76.94,11411,77.8,21004.37491
YPF Lach-204,15,1.883333333,623800,8976,9585,89.4,10288,98.7,20997.28008
YPF LCav-71,1,2.516666667,532900,10510.71429,10656,80.4,10656,84.5,20993.44278
YPF LCav-68,5,2.05,532200,878.6190476,10709,80,10870,84,20992.8939
YPF Lach-204,27,1.783333333,599800,8551.333333,8923,96,9320,97,20990.14947
YPF.Nq.EOr-117(h),11,1.883333333,517900,8557.904762,10445,82,10900,90,20987.25802
YPF LCav-70,17,2.033333333,510200,8901.404762,10706,80,10986,82,20987.01299
SHE.Nq.SB-1035(h),22,2.033333333,530800,8362,10976,78,11312,80,20978.38765
"YPF LLL-1605H,LOMA CAMPANA",8,1.8,459400,7291.190476,10440,82,11160,86,20977.21147
"TECPETROL FP-1286,FORTIN DE PIEDR",27,2.3,5129,9983.380952,10834,79,11120,80,20972.45773
YPF Lach-204,22,1.766666667,609900,8637.714286,9008,95,9325,100,20969.37025
YPF LCav-70,7,2.116666667,538700,9137.690476,10696,80,10758,83,20967.40995
YPF RDMN-82,10,2.683333333,537600,12294.97619,10184,84,11746,93,20961.9211
YPF LCav-71,16,2.066666667,537900,9031.880952,10431,82,11060,89,20959.12766
YPF Lach-203,50,1.616666667,20,13227.5,9500,90,9800,100,20950.74737
SHE.Nq.SB-1044(h),16,1.9,540800,7387.5,10951,78.07,11404,80,20949.38912
YPF SOIL-363,15,2.016666667,540200,9028.071429,10685,80,11138,85,20945.84661
YPF.Nq.LCav-69(h),13,1.916666667,530300,8865.047619,10237,83.5,10927,89.7,20945.58932
"YPF RDMN-217(H),RINCON DEL MANG",19,2.283333333,489900,9740.690476,10819,79,11252,81,20943.42073
YPF RDMN-80,1,2.983333333,531900,13666.71429,10500,81.4,11050,89.6,20943.39623
"YPF RDMN-214(H),RINCON DEL MANG",17,2.333333333,485100,10032.40476,10818,79,11395,83,20941.48493
YPF LCav-99,44,1.883333333,523000,9158.833333,9602,89,10800,97,20940.40676
"TECPETROL FP-1283,FORTIN DE PIEDR",32,2.366666667,5037,9810.547619,11096,77,11463,85,20935.84906
YPF LCav-840,21,1.7,529800,8483.97619,9491,90,10607,91,20930.89929
SHE.Nq.SB-1034(h),17,2.033333333,538700,8298.690476,10949,78,11156,79,20926.78265
"TECPETROL FP-1283,FORTIN DE PIEDR",38,2.25,502800,9871.404762,11091,77,11627,81,20926.41509
"YPF RDMN-215(H),RINCON DEL MANG",22,2.183333333,455600,9615.380952,10543,81,11292,83,20925.827
"TECPETROL FP-1281,FORTIN DE PIEDR",43,2.416666667,284100,10367.19048,10006,85.33,11317,89,20921.63636
"TECPETROL FP-1281,FORTIN DE PIEDR",37,2.15,479000,9422.142857,10943,78,11506,80,20915.31487
